path,label
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_101.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_103.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_105.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_107.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_109.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_111.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_113.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_115.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_117.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_119.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_121.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_123.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_125.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_127.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_129.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_131.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_51.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_53.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_55.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_57.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_59.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_61.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_63.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_65.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_67.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_69.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_71.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_73.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_75.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_77.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_79.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_81.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_83.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_85.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_87.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_89.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_91.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_93.png,fibre
/home/siddhardha/polylung-bridge-ai/data/microplastics_datasets/microplastics_sem_toronto/Microplastics_SEM/dataset3/dataset3/fibre/fibre_1/image/polyester_95.png,fibre
